t,T1,T2,T3,T4,T5
0.0,22.0,20.0,22.0,20.0,20.0
0.5,22.903172091830015,17.24707115162123,19.91803736833037,20.021930237044014,20.002530464258534
1.0,24.751519535985313,14.919368161836653,17.494435246041704,19.999196743752393,20.004621541021578
1.5,27.490598217493208,14.630460800235968,15.695423818910403,19.924808788243222,19.997216802753325
2.0,30.560019681277996,18.41433936495236,16.044764788501126,19.818543541017018,19.973937371799792
2.5,32.72121013439855,28.064505430570737,20.348827718897986,19.741111419111743,19.936893694149564
3.0,32.076403417994804,43.99615606239811,30.02709188645724,19.80017467912812,19.903399651106408
3.5,26.442801471524582,63.78148922602785,45.03260648061977,20.137731815507436,19.910965667048146
4.0,14.212501974020698,80.81418732679894,62.5436481408737,20.888401757727554,20.01644606211554
4.5,-4.3028737461627315,83.91249892754978,75.89602818817866,22.10360939915434,20.28446832426944
5.0,-25.294152028455617,58.9026320878005,74.52787444994247,23.64980884058322,20.76136749549328
5.5,22.900794410061636,17.246690306708086,19.91795383103121,20.02192980979764,20.002530448894447
6.0,24.74604707995656,14.917139405983143,17.49365092301051,19.99918912260043,20.004620989096246
6.5,27.481706608769937,14.623731303792319,15.692413077378882,19.924764209139944,19.997212198856428
7.0,30.548186792309092,18.399476503209584,16.036961233792407,19.81838447293079,19.973916288069493
7.5,32.70809583768606,28.03780321769214,20.332914856719345,19.74068529903937,19.936825055315598
8.0,32.064978619984785,43.95561568543788,29.99995460177373,19.799235915639937,19.903221435326277
8.5,26.43693397687808,63.729356035095144,44.99305832967062,20.135950831686586,19.910573818144236
9.0,14.215720044407005,80.75962286546189,62.49475320987975,20.885421234284337,20.01569126823189
9.5,-4.289546767698233,83.8731163787651,75.84734466417909,22.099161870070358,20.283169392742828
10.0,-25.27501717926466,58.90312256168876,74.4963829335199,23.643890642996784,20.75934945631746
10.5,22.897284528628468,17.246106900206335,19.917824647943576,20.021929175380425,20.002530424944553
11.0,24.738679766713567,14.913904854839451,17.492491297712316,19.999177680933926,20.004620155020366
11.5,27.470817429214996,14.614452650044035,15.688162435542987,19.92469951123647,19.99720541605527
12.0,30.53526525889567,18.380033074701863,16.02645075646902,19.818161759074115,19.973886154842045
12.5,32.696108368096404,28.00487172504922,20.312546183158922,19.74011028516183,19.936730005143755
13.0,32.05824291186342,43.909183059866294,29.967228068175885,19.798017511962186,19.902982603920197
13.5,26.440200954700867,63.675827556253836,44.948939160169175,20.1337362667307,19.910066639527646
14.0,14.23221422690647,80.71446055754336,62.44641909707221,20.881894760388164,20.014750807405946
14.5,-4.261065246706141,83.86120697796382,75.81022508740021,22.094214596954888,20.281619591659695
15.0,-25.243548938711942,58.95470073056794,74.49380551421339,23.637838915758728,20.757063392432947
15.5,22.89744892653904,17.24611994247953,19.917826658789945,20.02192919297429,20.00253042518235
16.0,24.7395062455608,14.914094467572573,17.492544607367115,19.999178074609553,20.00462017763081
16.5,27.472841810148914,14.615331837503241,15.688493255332087,19.92470328573745,19.997205738136515
17.0,30.53894888916854,18.382635637090484,16.027627081710015,19.818180387935627,19.973888232224674
17.5,32.70166200397717,28.0108075462914,20.315615133898927,19.740173816343656,19.93673870245348
18.0,32.065418440795,43.9204416530584,29.973727836293644,19.798187977424632,19.903010215541784
18.5,26.44812709545661,63.694200640122006,44.960663297940286,20.134120763004518,19.910138675298818
19.0,14.239397122239998,80.74053802429518,62.464829798226184,20.882651428974658,20.014912552455005
19.5,-4.25642973568074,83.89307001256415,75.8354939123103,22.095542170533754,20.281941197996733
20.0,-25.242834894483227,58.986726764293685,74.52366320561416,23.639940490402463,20.757639767824813
20.5,22.901062860959467,17.246711691380817,19.917956943918494,20.02192982068609,20.00253044911898
21.0,24.747395146793597,14.917449194396765,17.493737965191865,19.999189743881306,20.0046210229802
21.5,27.485007872425932,14.625166308607527,15.692953179002014,19.92477034758786,19.9972127180962
22.0,30.554193267680773,18.403722471729623,16.03888075874912,19.818414854085496,19.973919669578144
22.5,32.717150913849686,28.047484773668565,20.337921156165326,19.740788939984935,19.936839237656038
23.0,32.07667763202076,43.973976195586616,30.010555494770998,19.79951397831891,19.903266472092376
23.5,26.44985621728068,63.75931643752119,45.01217801627234,20.13657795440919,19.910691310731
24.0,14.227430001497178,80.80214233341405,62.52477414404871,20.88665528095749,20.015955072424514
24.5,-4.281989860598441,83.92506449908403,75.88854494364361,22.101326845435683,20.283693899249517
25.0,-25.273852110468006,58.95533084672328,74.54506107789334,23.64731761600991,20.760289407674872
25.5,22.90317730861102,17.247071773488987,19.918037226177994,20.02193021142335,20.002530464115058
26.0,24.75154349122415,14.919374965801051,17.494437260301403,19.999196723528257,20.004621534858
26.5,27.49065574267379,14.630488429271198,15.695434685246312,19.924808879129557,19.997216801607745
27.0,30.56012347318276,18.414416920205632,16.04480072953836,19.81854409215167,19.973937422258818
27.5,32.721365792781874,28.064677786206744,20.348918212645245,19.741113309351203,19.936893942791624
28.0,32.07660365279876,43.99647755055127,30.027279505500722,19.80017969537743,19.90340046186209
28.5,26.443022146553233,63.782006754604595,45.03293947810168,20.137742985929357,19.910967780954945
29.0,14.212702286919278,80.8149162678631,62.54416621954746,20.888423484510803,20.016450755515574
29.5,-4.302742577632138,83.91338351940125,75.89673400175452,22.10364718784317,20.284477569545505
30.0,-25.29412622218974,58.903514799468624,74.52870295462822,23.649868279097728,20.761383943631493
30.5,22.900896839451736,17.24670710847117,19.917957570632108,20.021929830127814,20.00253044963562
31.0,24.746270721539688,14.917234716570684,17.493684909255677,19.999189455933813,20.00462101232156
31.5,27.482051480030627,14.624010325538721,15.692539710429925,19.924766116992725,19.997212396893012
32.0,30.54861894761504,18.400074483290314,16.037280451012194,19.818391129308196,19.973917180539832
32.5,32.708534974215816,28.038843242540477,20.333547426915377,19.74070274754994,19.93682790709507
33.0,32.065297806514074,43.95713337393612,30.000998760949066,19.79927352549455,19.90322870525916
33.5,26.43698315097318,63.7312005007624,44.994517886431645,20.1360205158048,19.910589500045344
34.0,14.215381444718311,80.76136777342106,62.49645143277047,20.885534741841244,20.015720835619124
34.5,-4.290270039974715,83.87402234819865,75.84884737766092,22.099325826846478,20.28321908626287
35.0,-25.275894694982345,58.902232821100995,74.49698875590154,23.64409971707076,20.759424567853284
35.5,22.897344225953262,17.246117052292693,19.917827054022705,20.021929198928547,20.002530425508176
36.0,24.73879713270707,14.913959208267872,17.49251114792237,19.999177893016842,20.00462017090897
36.5,27.470977376872693,14.614602822885935,15.68823250356206,19.924700617734846,19.997205535571382
37.0,30.53543347358765,18.38033505241246,16.026617856071464,19.81816542602994,19.97388666252576
37.5,32.69622840701359,28.00535781007197,20.31285686449234,19.740119459538192,19.936731556894863
38.0,32.05824181386338,43.909819814885395,29.96770093141303,19.798036337108876,19.902986398086796
38.5,26.4400087650872,63.676469465397815,44.9495260233373,20.133769217209778,19.910074468919703
39.0,14.23179876803961,80.71482374635303,62.446968203165596,20.881944766484665,20.014764832204204
39.5,-4.261651579131934,83.86088056580176,75.81045880118438,22.09428023739825,20.28164175950248
40.0,-25.24412305166987,58.95324095706899,74.49334665594374,23.637911137148116,20.75709436065109
40.5,22.89738425815232,17.2461096014947,19.91782439995701,20.021929182161546,20.00253042477175
41.0,24.73935672303025,14.91403377547484,17.49252327257891,19.999177868518604,20.004620162812948
41.5,27.47259781482459,14.615148134729289,15.688411161108032,19.924702073110296,19.997205613229784
42.0,30.53862264964961,18.38222892153871,16.027413825467068,19.818176050292788,19.973887658220196
42.5,32.70129815410482,28.01007494336666,20.315179256928218,19.740162173840083,19.936736829846613
43.0,32.065097835326526,43.91932595064066,29.97298258009533,19.798162280716785,19.903005344954934
43.5,26.44795584477264,63.69275990145427,44.95957375713267,20.13407191805943,19.91012794819945
44.0,14.239473096762444,80.7390195226681,62.4634767243026,20.882569511432123,20.014891853751216
44.5,-4.256076045670582,83.89195383264145,75.8341359655905,22.095419627467408,20.281905510547993
45.0,-25.242317896446163,58.98669042639553,74.5227638751228,23.639776908337748,20.757584204803692
45.5,22.900962117746406,17.24669495886698,19.917953242793747,20.021929802786772,20.00253044843478
46.0,24.747183214547558,14.917356309194474,17.49370468026324,19.999189415985853,20.004620999119826
46.5,27.484693838617837,14.624899535418637,15.692831037414562,19.924768490192985,19.997212523526276
47.0,30.553819360686717,18.40316271095893,16.038578394291058,19.81840845370627,19.973918804163713
47.5,32.71680193044883,28.046535210768617,20.337334423703552,19.7407723993993,19.936836505405847
48.0,32.07647754173638,43.97263450180037,30.009611251923108,19.79947889475913,19.90325960086847
48.5,26.449942016002428,63.75776440312132,45.0109021604633,20.136514113233034,19.9106767057402
49.0,14.227895555291365,80.80082246220145,62.52337092571496,20.88655347829175,20.01592796256858
49.5,-4.281178313072779,83.92469182793972,75.88745634245545,22.101183765263105,20.28364917023226
50.0,-25.272951144491817,58.95677729476559,74.54495779394074,23.647142123519853,20.760223328874808
50.5,22.903178443825453,17.247071562203175,19.91803715091442,20.021930210947808,20.00253046409417
51.0,24.75155935980491,14.91937708034243,17.4944376041265,19.999196722833457,20.0046215346284
51.5,27.490701694233586,14.630503892954177,15.695439751529218,19.924808920400274,19.997216803809913
52.0,30.560213910220885,18.414470625596024,16.04482330124079,19.818544393429125,19.973937450494184
52.5,32.72150955809632,28.06481155228801,20.34898406987784,19.74111452062185,19.9368940923193
53.0,32.076798072376526,43.9967471206827,30.02742927978568,19.800183266822447,19.903400999147784
53.5,26.443247505845456,63.78246871022565,45.03322440637214,20.137751569764184,19.910969297493104
54.0,14.21291991183074,80.81560239867945,62.54463435869798,20.88844120069551,20.01645435752667
54.5,-4.302584469128631,83.91426467992916,75.89740542455368,22.10367949803437,20.28448504885651
55.0,-25.294075032976245,58.90446335025902,74.52953715333146,23.6499211875937,20.761397834362807
55.5,22.90099829858308,17.246723707739214,19.917961224291776,20.021929847727172,20.00253045030665
56.0,24.746492661223897,14.917328935300672,17.493718411016868,19.999189783391024,20.004621036037122
56.5,27.482394492948536,14.62428685082376,15.692665047045066,19.92476800041472,19.997212592851696
57.0,30.549049888250362,18.40066811309196,16.037597050201896,19.81839771968654,19.97391806376072
57.5,32.70897462245321,28.039877164332665,20.334175691907802,19.740720052017345,19.936830733644115
58.0,32.06562050647203,43.958645070785686,30.00203745822187,19.79931086136833,19.903235915319573
58.5,26.43703947383983,63.73304386542221,44.995973431104275,20.136089770335822,19.91060506143348
59.0,14.215053134677484,80.76312035030377,62.49814988197685,20.885647717147144,20.015750217066923
59.5,-4.290981877647712,83.8749507177963,75.85035941081175,22.099489283340542,20.283268532078296
60.0,-25.276763378159693,58.90138456200377,74.49761812265427,23.644308576146493,20.7594994067966
60.5,22.897407075406743,17.24612773181942,19.917829433446332,20.021929210502947,20.002530425952227
61.0,24.73892122921973,14.914016512274243,17.492531931806496,19.999178100220696,20.004620186094638
61.5,27.47114774460233,14.614761748422795,15.688306480157976,19.924701764234182,19.997205656949482
62.0,30.535614806989212,18.380655716539444,16.02679494598758,19.818169280939834,19.973887191288952
62.5,32.69636190353801,28.005876081345747,20.31318721928886,19.740129161238976,19.936733189915422
63.0,32.05825090329343,43.910503588478306,29.968206206170564,19.798056311337138,19.902990407787804
63.5,26.43981892546114,63.67717001808163,44.95015902689497,20.13380430838465,19.91008276608955
64.0,14.231374096091036,80.71524286836431,62.44757118232954,20.88199829759334,20.014779759450374
64.5,-4.262258603972441,83.8605848740075,75.81074093297529,22.094351010192796,20.281665462938506
65.0,-25.244722070060096,58.951757453163665,74.4929093604988,23.63798994448657,20.757127666706303
65.5,22.89732243469765,17.24609973721385,19.917822246868045,20.02192917186152,20.00253042438077
66.0,24.739213044157168,14.913975695214903,17.492502878064727,19.999177671733406,20.00462014867415
66.5,27.47236224341503,14.614971834996219,15.688332477442865,19.92470091272206,19.997205493817564
67.0,30.53830606596231,18.381837516873365,16.027208907095286,19.81817189099302,19.97388710846103
67.5,32.70094269473917,28.009367866585414,20.314759328417303,19.74015098769886,19.936735033153365
68.0,32.06478086758237,43.918245471815794,29.972262531512293,19.798137541482756,19.90300066359114
68.5,26.447779800657212,63.691358336090794,44.95851741206681,20.13402479358217,19.910117619376567
69.0,14.239533589957878,80.73753126278467,62.46215853887565,20.88249029519821,20.01487188608723
69.5,-4.25574702513252,83.89083899147877,75.83280185641233,22.095300803379445,20.28187101316352
70.0,-25.241826983691247,58.98660313576673,74.52185873609342,23.639617748636983,20.757530370120072
70.5,22.90086027965823,17.24667805848369,19.917949505535486,20.021929784716672,20.002530447744153
71.0,24.746968507712765,14.917262377180206,17.493671034686795,19.999189084680406,20.004620975017577
71.5,27.484374909023515,14.624629427389277,15.692707439382799,19.924766611900907,19.997212326841463
72.0,30.55343837545755,18.402595209555262,16.038272073693058,19.818401975755993,19.97391792869779
72.5,32.71644426535658,28.045571025298973,20.336739243244562,19.740755643218023,19.9368337393102
73.0,32.076268558252266,43.97126933016965,30.008651882532433,19.799443318866018,19.90325263889034
73.5,26.4500208341893,63.75617996141964,45.00960297941408,20.13644930326849,19.910661894754174
74.0,14.228358376526154,80.79946477758197,62.52193664253793,20.886449989935056,20.01590044282721
74.5,-4.280363793320199,83.9242844457432,75.88633286437265,22.10103805680939,20.283603711224607
75.0,-25.27204253161233,58.95820572942314,74.54482426243409,23.646962943087466,20.760156072304756
75.5,22.903176043627024,17.247070768346386,19.91803694712112,20.021930209852044,20.002530464049613
76.0,24.75156763494522,14.919375922873176,17.49443678023529,19.999196710682636,20.00462153356725
76.5,27.490736134375886,14.630509850483067,15.69544048874714,19.924808896253538,19.997216799183906
77.0,30.560290227579046,18.414504138491374,16.044835040140335,19.81854446744371,19.973937448145406
77.5,32.72163945785068,28.064910570559906,20.34902865094934,19.741115139565558,19.936894144588926
78.0,32.07698324579615,43.99696666103776,30.0275443069715,19.800185570305548,19.90340128997667
78.5,26.443473256347918,63.782871055080385,45.03346142898783,20.137757822169227,19.910970285844787
79.0,14.213151294803707,80.81623444095707,62.54504801856158,20.888455152499997,20.0164569700057
79.5,-4.302399816713072,83.91512261118095,75.89803101492467,22.103706431738143,20.284490877738843
80.0,-25.293992935886237,58.905451493259946,74.53035808487238,23.64996734794565,20.7614092540028
80.5,22.90109862299942,17.24674010748116,19.91796483302862,20.021929865106188,20.002530450969168
81.0,24.74671258673269,14.917422137363936,17.493751537010926,19.99919010703358,20.004621059470136
81.5,27.482735142036812,14.624560715939158,15.69278911000071,19.924769863478762,19.997212786619116
82.0,30.549479002619304,18.40125674922868,16.037910773876817,19.81840424431373,19.97391893774538
82.5,32.709414208142505,28.04090379516174,20.334798987190094,19.74073719853227,19.936833532703314
83.0,32.06594626859601,43.96014869444681,30.00306936894348,19.79934788994132,19.90324306070743
83.5,26.43710302397275,63.734882044127374,44.9974220895077,20.136158523349852,19.91062049571856
84.0,14.214736233676875,80.76487662993601,62.49984503880013,20.885760004153546,20.015779384356307
84.5,-4.291679947765905,83.8758991494198,75.85187741677309,22.09965197745442,20.283317667048312
85.0,-25.27762021655818,58.90057928615028,74.49826937053597,23.644516867476618,20.75957386512638
85.5,22.89747274466908,17.246138868086735,19.917831913070383,20.02192922255873,20.002530426414612
86.0,24.739051648941906,14.914076447133374,17.492553646431162,19.999178316475007,20.004620201933708
86.5,27.471328133012207,14.614928502485315,15.68838398258892,19.92470296331246,19.997205783773904
87.0,30.53580910834684,18.380993423923808,16.02698105527245,19.81817332164704,19.973887744811556
87.5,32.69650922618111,28.006424502412255,20.313535716117922,19.740139355654733,19.93673490285775
88.0,32.058271170027226,43.91123230053754,29.968741948126027,19.798077359729568,19.902994623160247
88.5,26.439633252466134,63.677926911082785,44.95083559336672,20.133841414710442,19.91009151128904
89.0,14.230942861120427,80.71571841410059,62.44822656463089,20.88205515901213,20.01479554117094
89.5,-4.262883490290097,83.86032506323407,75.81107266413584,22.094426678690958,20.28169062077121
90.0,-25.245344526296527,58.950261462978766,74.4924991311561,23.638075141932404,20.757163203823406
90.5,22.897263524255415,17.246090360500155,19.91782020189286,20.0219291620854,20.002530424009848
91.0,24.739075367158083,14.913920290754206,17.49248344628384,19.999177484470472,20.004620135229953
91.5,27.472135355324053,14.61480313245017,15.688257290985945,19.924699805850384,19.997205380031296
92.0,30.537999486714217,18.381461854110697,16.02701255225412,19.818167914616453,19.973886583552478
92.5,32.7005960172908,28.008687094568344,20.314355810789106,19.7401402702381,19.936733314352182
93.0,32.06446788658302,43.91720140636949,29.97156848344481,19.798113786965153,19.902996176605452
93.5,26.44759915694969,63.689997487365794,44.95749542594988,20.13397944146533,19.91010770020411
94.0,14.239578535205261,80.73607488341527,62.46087669346372,20.882413867503637,20.01485267145102
94.5,-4.2554430363618305,83.88972671661755,75.83149305380324,22.09518582911449,20.28183774383085
95.0,-25.241362696757157,58.98646498841548,74.52094878515604,23.63946318655971,20.757478323054873
95.5,22.900757458836374,17.246661008841244,19.917945736258535,20.021929766495642,20.002530447047846
96.0,24.746751262718053,14.917167501790747,17.49363706551222,19.999188750329715,20.004620950699998
96.5,27.484051434838513,14.624356281957859,15.692582521010303,19.92476471477987,19.99721212825833
97.0,30.553050731520674,18.402020592440604,16.037962134269854,19.818395427367957,19.97391704414437
97.5,32.716078312417665,28.0445932789986,20.336136270188867,19.740738689892616,19.936830942414996
98.0,32.0760509116859,43.969882183984,30.007678443033416,19.799407289814962,19.9032455938243
98.5,26.450092585035698,63.754564857153035,45.00828190374808,20.13638359588288,19.910646894082394
99.0,14.228817955539775,80.79807077457804,62.520472873902065,20.886344929846448,20.01587254350449
99.5,-4.279547198282549,83.92384280104856,75.8851757465114,22.100889880525134,20.283557572284998
100.0,-25.271127272375416,58.959614577683325,74.54466063036855,23.64678027202115,20.760087712026035
